"name","game_number","minutes_played","field_goals_made","field_goals_attempted","field_goal_percentage","three_points_made","three_points_attempted","three_point_percentage","free_throws_made","free_throws_attempted","free_throw_percentage","offensive_rebounds","defensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","fouls","points","plus_minus"
Killian Hayes,27,29,1,3,0.333,0,1,0.0,0,0,,0,1,1,1,0,1,1,2,2,2
Killian Hayes,28,35,4,11,0.364,0,4,0.0,0,0,,1,3,4,10,2,1,3,1,8,-4
Killian Hayes,29,22,3,7,0.429,1,3,0.333,4,4,1.0,0,2,2,1,1,0,2,4,11,9
Killian Hayes,35,23,2,5,0.4,0,3,0.0,1,2,0.5,0,2,2,4,1,0,2,2,5,3
Killian Hayes,36,24,3,5,0.6,1,2,0.5,1,2,0.5,0,1,1,4,3,0,0,3,8,-5
Killian Hayes,37,29,2,10,0.2,1,5,0.2,0,0,,0,2,2,2,0,1,4,1,5,-28
Killian Hayes,38,23,2,4,0.5,1,3,0.333,0,0,,0,1,1,3,1,0,2,2,5,-2
Killian Hayes,39,22,2,8,0.25,1,1,1.0,0,0,,0,2,2,3,1,0,0,1,5,5
Killian Hayes,40,33,4,11,0.364,0,4,0.0,0,0,,1,2,3,5,4,0,3,3,8,-33
Killian Hayes,41,25,2,5,0.4,0,1,0.0,1,2,0.5,2,4,6,5,2,1,1,4,5,11
Killian Hayes,42,26,3,6,0.5,1,2,0.5,2,2,1.0,0,3,3,5,0,1,1,2,9,-18
Killian Hayes,43,8,0,3,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,2,0,-11
Killian Hayes,46,24,3,5,0.6,2,3,0.667,0,0,,0,3,3,5,0,2,3,2,8,1
Killian Hayes,47,28,2,8,0.25,0,3,0.0,2,2,1.0,1,1,2,8,2,0,0,3,6,5
Killian Hayes,48,24,3,8,0.375,0,3,0.0,5,6,0.833,0,6,6,6,1,2,0,3,11,-10
Killian Hayes,49,23,1,4,0.25,0,0,,2,2,1.0,0,2,2,6,0,0,1,2,4,16
Killian Hayes,50,19,3,6,0.5,0,2,0.0,1,3,0.333,0,2,2,2,1,0,2,1,7,-2
Killian Hayes,51,20,1,4,0.25,0,1,0.0,0,0,,0,1,1,4,0,2,3,2,2,-13
Killian Hayes,52,23,5,11,0.455,1,4,0.25,0,1,0.0,1,4,5,5,0,2,1,5,11,0
Killian Hayes,53,23,5,7,0.714,0,0,,0,0,,0,3,3,8,1,1,3,4,10,-9
Killian Hayes,54,21,3,5,0.6,0,1,0.0,0,0,,1,1,2,2,1,0,8,4,6,-27
Killian Hayes,55,12,0,2,0.0,0,2,0.0,2,2,1.0,0,2,2,4,0,0,3,6,2,-13
Killian Hayes,56,27,5,9,0.556,1,2,0.5,0,0,,1,2,3,12,1,0,1,4,11,-14
Killian Hayes,57,12,0,5,0.0,0,1,0.0,0,0,,1,0,1,3,0,0,2,1,0,-14
Killian Hayes,58,18,2,6,0.333,0,0,,0,0,,2,0,2,2,1,0,2,3,4,-6
Killian Hayes,59,24,1,4,0.25,0,1,0.0,0,0,,0,5,5,5,2,1,0,2,2,0
Killian Hayes,60,18,1,3,0.333,0,1,0.0,1,2,0.5,0,0,0,4,1,1,3,4,3,-4
Killian Hayes,61,30,3,7,0.429,0,3,0.0,0,1,0.0,3,4,7,7,1,0,2,4,6,7
Killian Hayes,62,26,2,6,0.333,0,2,0.0,3,4,0.75,2,5,7,5,3,1,2,3,7,1
Killian Hayes,63,18,0,3,0.0,0,2,0.0,0,0,,0,1,1,3,0,0,1,3,0,-7
Killian Hayes,64,20,1,6,0.167,1,2,0.5,0,0,,1,3,4,4,1,1,1,2,3,1
Killian Hayes,65,30,5,8,0.625,1,3,0.333,2,4,0.5,1,3,4,6,1,0,1,2,13,13
Killian Hayes,69,30,4,10,0.4,1,4,0.25,0,0,,0,4,4,8,1,0,3,6,9,8
Killian Hayes,70,11,0,2,0.0,0,0,,0,0,,0,0,0,5,0,0,0,0,0,-1
Killian Hayes,72,35,4,11,0.364,0,2,0.0,4,5,0.8,1,4,5,6,1,1,4,6,12,-11
Killian Hayes,73,33,5,9,0.556,1,2,0.5,2,3,0.667,2,6,8,5,1,0,3,4,13,3
Killian Hayes,74,28,4,8,0.5,2,2,1.0,0,0,,0,6,6,4,2,3,4,3,10,-6
Killian Hayes,75,23,3,9,0.333,0,2,0.0,0,0,,1,5,6,2,1,0,2,4,6,-11
Killian Hayes,76,32,6,10,0.6,1,3,0.333,0,0,,1,3,4,3,4,1,0,2,13,-3
Killian Hayes,77,26,5,8,0.625,0,2,0.0,0,0,,0,1,1,2,3,0,1,3,10,16
Killian Hayes,78,40,12,25,0.48,2,9,0.222,0,0,,1,6,7,8,5,2,3,4,26,-5
Killian Hayes,79,22,4,9,0.444,2,3,0.667,0,0,,0,0,0,7,1,0,1,2,10,2
Killian Hayes,80,30,3,9,0.333,1,3,0.333,4,4,1.0,0,4,4,2,2,0,1,4,11,-23
Killian Hayes,81,27,3,9,0.333,0,5,0.0,0,0,,0,3,3,3,0,1,0,1,6,-41
Killian Hayes,82,10,3,7,0.429,1,3,0.333,1,2,0.5,0,1,1,1,1,0,0,2,8,14
Frank Jackson,1,28,3,8,0.375,1,5,0.2,0,0,,0,2,2,0,0,0,2,4,7,-13
Frank Jackson,2,20,2,10,0.2,1,4,0.25,0,0,,0,1,1,1,0,0,1,2,5,-15
Frank Jackson,3,14,2,7,0.286,0,4,0.0,0,0,,0,0,0,0,0,0,2,1,4,-21
Frank Jackson,4,23,3,7,0.429,2,5,0.4,1,1,1.0,0,1,1,1,1,0,1,1,9,11
Frank Jackson,5,18,2,3,0.667,1,2,0.5,0,0,,2,1,3,1,1,0,1,0,5,1
Frank Jackson,6,18,3,8,0.375,0,4,0.0,0,0,,0,2,2,0,2,0,1,0,6,-14
Frank Jackson,7,15,2,7,0.286,0,5,0.0,4,7,0.571,0,2,2,1,0,0,0,0,8,-8
Frank Jackson,8,13,3,6,0.5,2,4,0.5,0,0,,0,1,1,0,0,0,0,2,8,-11
Frank Jackson,9,15,4,10,0.4,2,6,0.333,0,0,,0,2,2,0,1,1,0,1,10,11
Frank Jackson,10,15,0,3,0.0,0,3,0.0,0,0,,0,0,0,0,0,0,0,1,0,3
Frank Jackson,11,23,4,8,0.5,2,5,0.4,2,3,0.667,0,2,2,2,0,1,1,2,12,-13
Frank Jackson,12,15,3,8,0.375,2,7,0.286,6,7,0.857,0,0,0,1,0,0,0,3,14,8
Frank Jackson,13,18,3,6,0.5,2,3,0.667,0,0,,0,0,0,0,1,0,2,0,8,4
Frank Jackson,14,26,4,7,0.571,3,5,0.6,0,0,,0,1,1,2,1,0,0,2,11,11
Frank Jackson,15,32,8,15,0.533,5,12,0.417,6,6,1.0,0,2,2,0,3,0,0,1,27,20
Frank Jackson,16,25,5,11,0.455,3,6,0.5,2,2,1.0,1,1,2,0,0,3,1,2,15,-13
Frank Jackson,17,30,5,12,0.417,3,9,0.333,0,0,,1,0,1,1,0,0,0,6,13,-17
Frank Jackson,18,23,3,10,0.3,0,5,0.0,0,0,,0,2,2,1,0,0,0,0,6,1
Frank Jackson,19,22,3,8,0.375,1,5,0.2,3,3,1.0,1,0,1,0,0,0,4,0,10,-9
Frank Jackson,20,27,5,13,0.385,3,8,0.375,4,5,0.8,0,2,2,5,1,0,1,0,17,9
Frank Jackson,21,23,3,10,0.3,2,7,0.286,2,2,1.0,0,2,2,0,0,0,1,2,10,-11
Frank Jackson,22,18,3,9,0.333,1,6,0.167,0,0,,0,0,0,1,1,0,0,1,7,-13
Frank Jackson,23,17,2,6,0.333,0,1,0.0,0,0,,1,0,1,0,0,0,2,2,4,-10
Frank Jackson,24,22,6,9,0.667,5,7,0.714,2,2,1.0,0,2,2,1,1,0,0,1,19,10
Frank Jackson,25,21,3,9,0.333,2,5,0.4,0,0,,0,2,2,3,0,0,2,1,8,-1
Frank Jackson,26,31,8,19,0.421,6,13,0.462,3,4,0.75,0,1,1,1,0,1,2,3,25,-6
Frank Jackson,27,25,7,11,0.636,3,6,0.5,1,1,1.0,0,3,3,1,0,0,0,1,18,-7
Frank Jackson,28,23,5,13,0.385,1,7,0.143,1,1,1.0,1,2,3,0,0,0,2,2,12,-13
Frank Jackson,29,22,4,9,0.444,2,7,0.286,2,2,1.0,1,0,1,1,0,0,0,3,12,-5
Frank Jackson,30,19,1,5,0.2,0,1,0.0,1,2,0.5,1,0,1,3,0,0,0,1,3,-4
Frank Jackson,31,39,6,15,0.4,4,10,0.4,3,3,1.0,0,4,4,1,1,1,1,6,19,-4
Frank Jackson,32,33,7,19,0.368,2,5,0.4,1,2,0.5,2,0,2,2,1,0,0,1,17,-27
Frank Jackson,33,13,1,4,0.25,1,4,0.25,0,0,,0,2,2,1,1,1,0,2,3,-3
Frank Jackson,47,13,5,11,0.455,1,5,0.2,0,0,,0,2,2,0,0,0,0,0,11,3
Frank Jackson,48,21,4,6,0.667,1,3,0.333,3,5,0.6,0,0,0,0,0,0,1,3,12,-1
Frank Jackson,49,25,7,10,0.7,3,6,0.5,2,3,0.667,0,3,3,1,0,0,1,4,19,21
Frank Jackson,50,22,6,14,0.429,1,7,0.143,1,1,1.0,0,1,1,0,1,1,2,4,14,-7
Frank Jackson,51,27,8,14,0.571,5,11,0.455,4,5,0.8,1,2,3,3,0,0,1,2,25,-9
Frank Jackson,52,22,2,7,0.286,1,2,0.5,1,1,1.0,0,0,0,1,2,0,0,3,6,-9
Frank Jackson,53,24,4,9,0.444,0,1,0.0,1,2,0.5,1,3,4,1,1,0,0,0,9,-4
Frank Jackson,54,24,3,8,0.375,1,6,0.167,1,2,0.5,1,3,4,2,0,0,0,2,8,-30
Frank Jackson,55,28,3,13,0.231,1,7,0.143,5,6,0.833,0,1,1,1,2,0,0,3,12,-17
Frank Jackson,56,8,0,5,0.0,0,4,0.0,0,0,,0,0,0,1,0,0,1,0,0,-12
Frank Jackson,62,14,1,4,0.25,1,3,0.333,0,0,,0,0,0,1,1,0,2,2,3,-11
Frank Jackson,74,14,0,6,0.0,0,3,0.0,2,2,1.0,1,2,3,1,0,0,0,0,2,-1
Frank Jackson,75,13,2,7,0.286,1,3,0.333,2,2,1.0,0,0,0,1,1,0,1,1,7,-5
Frank Jackson,76,16,5,10,0.5,0,3,0.0,1,1,1.0,0,1,1,1,1,0,0,1,11,12
Frank Jackson,77,13,1,3,0.333,0,2,0.0,0,0,,0,1,1,2,0,0,0,1,2,6
Frank Jackson,78,32,7,16,0.438,4,10,0.4,8,8,1.0,1,1,2,0,1,0,0,4,26,23
Frank Jackson,79,36,6,13,0.462,2,5,0.4,5,7,0.714,1,2,3,4,0,0,1,2,19,5
Frank Jackson,80,16,2,5,0.4,1,3,0.333,4,4,1.0,1,2,3,3,0,0,0,0,9,-5
Frank Jackson,81,15,1,8,0.125,1,5,0.2,0,0,,1,3,4,1,1,0,0,2,3,2
Frank Jackson,82,22,4,9,0.444,0,4,0.0,2,2,1.0,0,1,1,0,0,0,1,1,10,3
Josh Jackson,1,18,3,7,0.429,1,3,0.333,0,1,0.0,1,3,4,2,0,1,3,2,7,3
Josh Jackson,2,16,2,5,0.4,0,3,0.0,0,0,,0,2,2,2,1,0,3,2,4,-11
Josh Jackson,3,32,7,12,0.583,1,4,0.25,3,4,0.75,1,5,6,4,0,0,1,0,18,-2
Josh Jackson,4,24,3,9,0.333,1,4,0.25,0,0,,1,2,3,2,0,0,2,3,7,-18
Josh Jackson,5,23,5,8,0.625,3,5,0.6,0,1,0.0,2,5,7,2,2,1,1,3,13,21
Josh Jackson,6,25,4,11,0.364,2,5,0.4,2,6,0.333,1,4,5,3,0,1,0,3,12,-14
Josh Jackson,7,15,0,4,0.0,0,3,0.0,2,2,1.0,0,3,3,1,0,1,1,2,2,-13
Josh Jackson,8,15,2,4,0.5,1,2,0.5,2,2,1.0,0,1,1,0,0,0,1,1,7,-19
Josh Jackson,9,31,3,10,0.3,0,3,0.0,1,1,1.0,0,3,3,1,3,0,1,4,7,-14
Josh Jackson,10,18,3,6,0.5,0,3,0.0,2,2,1.0,2,6,8,4,0,1,0,1,8,9
Josh Jackson,11,21,4,10,0.4,2,5,0.4,1,2,0.5,1,4,5,1,0,0,3,0,11,-12
Josh Jackson,12,24,6,10,0.6,2,3,0.667,1,2,0.5,1,3,4,2,0,1,3,3,15,12
Josh Jackson,13,13,0,3,0.0,0,3,0.0,4,4,1.0,0,2,2,3,0,0,1,1,4,-23
Josh Jackson,16,15,2,4,0.5,0,1,0.0,1,2,0.5,1,3,4,3,0,1,1,4,5,-11
Josh Jackson,17,11,2,6,0.333,1,3,0.333,0,0,,0,2,2,0,0,0,2,0,5,-9
Josh Jackson,18,20,2,6,0.333,1,2,0.5,4,4,1.0,0,1,1,1,0,0,0,1,9,-1
Josh Jackson,19,19,2,5,0.4,1,4,0.25,0,0,,0,1,1,0,0,1,0,1,5,16
Josh Jackson,20,6,0,1,0.0,0,0,,0,0,,0,3,3,2,1,0,0,1,0,-3
Josh Jackson,21,22,0,2,0.0,0,1,0.0,0,0,,0,2,2,0,1,1,0,0,0,-8
Josh Jackson,23,14,3,5,0.6,1,2,0.5,0,0,,0,3,3,0,1,0,0,5,7,-7
Josh Jackson,24,14,3,6,0.5,1,3,0.333,0,0,,0,0,0,2,0,1,0,1,7,-1
Josh Jackson,25,15,0,1,0.0,0,0,,0,0,,0,1,1,0,1,0,0,0,0,-3
Josh Jackson,26,11,0,3,0.0,0,0,,0,0,,0,2,2,1,0,0,0,3,0,-1
Josh Jackson,28,22,0,3,0.0,0,2,0.0,0,0,,0,2,2,0,0,0,1,0,0,1
Josh Jackson,31,21,2,8,0.25,0,2,0.0,0,0,,0,3,3,1,2,0,2,2,4,0
Josh Jackson,35,19,9,13,0.692,5,7,0.714,1,1,1.0,2,3,5,2,1,0,0,3,24,8
Josh Jackson,36,25,6,12,0.5,0,5,0.0,3,5,0.6,0,5,5,2,1,1,1,2,15,-9
Josh Jackson,37,15,4,11,0.364,0,4,0.0,0,0,,0,2,2,0,1,0,1,1,8,1
Josh Jackson,38,18,4,10,0.4,2,6,0.333,1,2,0.5,0,4,4,1,0,0,2,2,11,1
Josh Jackson,39,24,5,11,0.455,1,4,0.25,0,0,,2,4,6,2,0,0,0,1,11,1
Josh Jackson,40,29,6,13,0.462,1,5,0.2,3,3,1.0,2,0,2,0,2,0,3,5,16,-35
Josh Jackson,41,20,5,12,0.417,2,7,0.286,1,1,1.0,0,4,4,1,0,0,0,1,13,-1
Josh Jackson,42,14,0,2,0.0,0,1,0.0,1,2,0.5,0,1,1,0,0,0,0,2,1,-10
Josh Jackson,43,16,1,6,0.167,0,3,0.0,0,0,,0,4,4,0,0,1,0,6,2,-1
Josh Jackson,44,19,2,5,0.4,1,3,0.333,2,2,1.0,0,1,1,1,0,2,0,1,7,8
Josh Jackson,45,14,2,2,1.0,0,0,,0,0,,0,4,4,0,0,0,2,0,4,4
Josh Jackson,46,17,1,2,0.5,0,1,0.0,1,1,1.0,0,2,2,1,0,1,1,2,3,1
Josh Jackson,47,6,0,1,0.0,0,1,0.0,1,2,0.5,0,0,0,0,1,1,1,0,1,-3
Josh Jackson,48,15,0,2,0.0,0,0,,3,4,0.75,0,6,6,2,3,2,1,2,3,5
Cory Joseph,1,27,1,6,0.167,1,4,0.25,0,0,,2,1,3,2,2,1,1,0,3,5
Cory Joseph,2,20,2,7,0.286,0,2,0.0,1,2,0.5,1,0,1,3,0,1,1,0,5,3
Cory Joseph,3,15,0,5,0.0,0,2,0.0,0,0,,0,0,0,3,0,0,1,2,0,-17
Cory Joseph,4,16,3,5,0.6,0,2,0.0,3,4,0.75,0,1,1,1,2,0,1,2,9,8
Cory Joseph,5,26,3,6,0.5,2,3,0.667,3,4,0.75,0,1,1,6,2,0,1,4,11,13
Cory Joseph,6,20,4,6,0.667,1,1,1.0,4,4,1.0,0,0,0,2,0,0,1,0,13,-7
Cory Joseph,7,14,2,6,0.333,0,1,0.0,3,3,1.0,0,2,2,3,0,0,0,1,7,-9
Cory Joseph,8,16,1,2,0.5,0,0,,0,0,,0,1,1,5,0,0,1,1,2,-19
Cory Joseph,9,29,5,8,0.625,2,4,0.5,0,0,,0,3,3,5,0,0,0,4,12,9
Cory Joseph,10,17,2,5,0.4,1,3,0.333,0,1,0.0,0,2,2,5,0,0,5,3,5,10
Cory Joseph,11,20,3,3,1.0,0,0,,1,1,1.0,3,0,3,2,1,1,3,1,7,-17
Cory Joseph,12,18,2,3,0.667,0,1,0.0,3,3,1.0,0,0,0,3,2,0,3,1,7,3
Cory Joseph,13,5,1,5,0.2,0,2,0.0,0,0,,0,1,1,0,0,0,1,0,2,-11
Cory Joseph,14,30,7,11,0.636,1,3,0.333,3,4,0.75,0,5,5,2,1,0,1,2,18,14
Cory Joseph,15,29,2,5,0.4,0,1,0.0,4,5,0.8,1,1,2,5,2,0,3,2,8,8
Cory Joseph,16,38,1,4,0.25,1,3,0.333,2,2,1.0,0,4,4,7,1,0,0,3,5,-1
Cory Joseph,17,34,4,7,0.571,0,2,0.0,1,1,1.0,0,2,2,9,3,0,3,3,9,7
Cory Joseph,18,7,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,0,0,-16
Cory Joseph,19,22,3,6,0.5,2,2,1.0,2,2,1.0,0,2,2,4,1,0,1,0,10,-22
Cory Joseph,20,19,1,5,0.2,0,0,,0,0,,0,2,2,3,0,0,0,2,2,-1
Cory Joseph,21,20,2,5,0.4,1,2,0.5,1,2,0.5,0,4,4,4,1,1,1,1,6,-10
Cory Joseph,22,16,0,3,0.0,0,0,,3,3,1.0,0,1,1,2,0,1,1,2,3,-20
Cory Joseph,24,18,0,0,,0,0,,2,2,1.0,0,3,3,5,1,0,3,2,2,1
Cory Joseph,25,22,1,3,0.333,0,1,0.0,0,0,,0,1,1,2,1,0,2,0,2,-6
Cory Joseph,29,23,4,9,0.444,0,3,0.0,1,2,0.5,0,3,3,4,0,0,0,2,9,-5
Cory Joseph,30,24,6,8,0.75,3,3,1.0,0,0,,0,2,2,1,0,0,2,4,15,-5
Cory Joseph,31,42,7,15,0.467,5,7,0.714,2,2,1.0,1,5,6,9,1,0,4,3,21,2
Cory Joseph,38,23,2,4,0.5,1,3,0.333,3,3,1.0,0,5,5,5,0,0,1,3,8,8
Cory Joseph,39,25,5,8,0.625,4,4,1.0,2,2,1.0,0,1,1,4,2,0,0,2,16,5
Cory Joseph,41,26,3,7,0.429,2,4,0.5,1,1,1.0,2,2,4,4,0,0,1,4,9,-1
Cory Joseph,42,27,5,11,0.455,4,6,0.667,7,8,0.875,0,2,2,7,0,0,0,3,21,-7
Cory Joseph,43,23,1,4,0.25,0,2,0.0,0,1,0.0,1,0,1,6,0,0,2,1,2,-13
Cory Joseph,44,37,6,12,0.5,2,4,0.5,5,6,0.833,1,3,4,9,0,1,1,1,19,16
Cory Joseph,45,35,2,7,0.286,1,2,0.5,3,4,0.75,1,3,4,3,1,0,0,3,8,-9
Cory Joseph,46,28,7,9,0.778,2,3,0.667,2,2,1.0,0,3,3,6,1,0,2,2,18,-6
Cory Joseph,47,23,3,6,0.5,1,3,0.333,0,0,,2,2,4,1,0,0,0,4,7,-9
Cory Joseph,48,20,4,6,0.667,2,2,1.0,0,0,,2,4,6,1,1,1,1,4,10,-10
Cory Joseph,49,26,1,5,0.2,0,2,0.0,0,0,,0,2,2,3,1,0,1,2,2,-13
Cory Joseph,50,29,7,14,0.5,1,5,0.2,3,3,1.0,0,2,2,3,0,0,2,0,18,-9
Cory Joseph,51,30,2,6,0.333,1,4,0.25,2,2,1.0,0,4,4,6,0,1,3,5,7,1
Cory Joseph,52,24,2,8,0.25,0,1,0.0,0,0,,0,3,3,3,1,1,1,3,4,-9
Cory Joseph,53,28,6,10,0.6,3,4,0.75,0,0,,0,2,2,4,1,2,4,4,15,-12
Cory Joseph,54,26,1,4,0.25,1,1,1.0,0,0,,1,2,3,1,0,0,3,3,3,-3
Cory Joseph,55,31,2,8,0.25,0,2,0.0,0,0,,0,2,2,9,0,1,0,4,4,-13
Cory Joseph,56,20,1,3,0.333,0,1,0.0,0,0,,2,3,5,5,0,0,1,3,2,-8
Cory Joseph,57,35,3,6,0.5,2,2,1.0,1,1,1.0,1,3,4,3,2,0,1,4,9,6
Cory Joseph,58,29,2,4,0.5,1,3,0.333,0,0,,0,2,2,4,1,0,3,2,5,7
Cory Joseph,59,23,2,7,0.286,0,1,0.0,2,2,1.0,1,5,6,3,0,1,2,0,6,3
Cory Joseph,60,34,6,9,0.667,2,3,0.667,1,1,1.0,0,4,4,2,0,1,1,5,15,-12
Cory Joseph,61,22,0,4,0.0,0,3,0.0,2,2,1.0,0,1,1,3,1,0,0,2,2,-6
Cory Joseph,62,15,3,3,1.0,1,1,1.0,2,2,1.0,0,1,1,0,0,0,0,2,9,-8
Cory Joseph,63,32,1,4,0.25,0,2,0.0,3,3,1.0,0,3,3,6,1,1,0,6,5,8
Cory Joseph,64,27,2,6,0.333,1,4,0.25,2,2,1.0,0,0,0,2,1,0,1,2,7,4
Cory Joseph,65,22,2,4,0.5,0,0,,0,0,,2,3,5,2,0,0,1,1,4,-10
Cory Joseph,66,26,4,5,0.8,1,2,0.5,0,0,,0,2,2,2,1,1,2,1,9,-8
Cory Joseph,67,31,1,4,0.25,1,3,0.333,4,5,0.8,1,2,3,6,0,0,0,4,7,-18
Cory Joseph,68,35,3,10,0.3,2,5,0.4,2,2,1.0,2,4,6,4,1,0,1,4,10,-5
Cory Joseph,69,17,4,6,0.667,1,3,0.333,0,0,,0,2,2,3,0,0,2,5,9,-15
Cory Joseph,70,23,4,12,0.333,3,4,0.75,2,2,1.0,0,4,4,7,0,0,2,4,13,5
Cory Joseph,71,30,3,7,0.429,0,2,0.0,0,0,,1,1,2,3,0,1,1,2,6,5
Cory Joseph,73,17,4,6,0.667,1,3,0.333,2,2,1.0,0,3,3,2,2,0,2,2,11,18
Cory Joseph,74,22,1,3,0.333,1,2,0.5,3,3,1.0,0,3,3,1,1,0,0,1,6,1
Cory Joseph,75,21,3,5,0.6,1,1,1.0,2,2,1.0,0,6,6,4,0,0,0,3,9,7
Cory Joseph,76,18,1,7,0.143,0,3,0.0,3,3,1.0,1,4,5,2,1,0,1,1,5,-9
Cory Joseph,77,22,2,6,0.333,2,4,0.5,2,2,1.0,0,0,0,1,1,0,1,0,8,-2
Braxton Key,74,18,2,6,0.333,0,1,0.0,0,0,,1,4,5,0,0,2,2,3,4,-3
Braxton Key,75,13,4,7,0.571,1,1,1.0,0,0,,1,1,2,0,2,1,0,3,9,8
Braxton Key,76,23,2,8,0.25,1,1,1.0,0,0,,3,3,6,0,1,1,1,4,5,12
Braxton Key,77,16,2,7,0.286,1,5,0.2,1,2,0.5,0,4,4,1,0,2,1,0,6,0
Braxton Key,78,30,5,12,0.417,0,2,0.0,0,1,0.0,2,6,8,1,0,1,0,6,10,18
Braxton Key,79,28,5,11,0.455,1,2,0.5,1,2,0.5,2,7,9,2,3,0,1,4,12,-2
Braxton Key,80,19,5,6,0.833,1,2,0.5,3,5,0.6,1,4,5,1,1,3,1,2,14,3
Braxton Key,81,19,2,6,0.333,0,4,0.0,1,2,0.5,0,4,4,2,1,0,1,3,5,11
Braxton Key,82,21,5,7,0.714,1,2,0.5,1,1,1.0,2,3,5,3,1,1,2,0,12,-15
Saben Lee,2,9,1,3,0.333,0,0,,0,0,,0,1,1,0,1,0,1,0,2,-5
Saben Lee,3,7,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,1,0,5
Saben Lee,6,5,0,1,0.0,0,1,0.0,1,2,0.5,0,1,1,3,0,0,1,0,1,2
Saben Lee,7,4,1,2,0.5,0,1,0.0,1,2,0.5,0,0,0,0,1,0,0,0,3,4
Saben Lee,13,8,1,2,0.5,0,1,0.0,2,2,1.0,0,0,0,1,0,0,0,0,4,0
Saben Lee,17,7,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-1
Saben Lee,18,29,5,15,0.333,2,7,0.286,0,2,0.0,1,4,5,5,4,0,0,1,12,0
Saben Lee,19,20,2,4,0.5,0,1,0.0,2,2,1.0,0,3,3,2,1,1,2,1,6,5
Saben Lee,23,20,3,9,0.333,2,6,0.333,1,2,0.5,0,3,3,3,2,1,1,2,9,-4
Saben Lee,25,8,1,2,0.5,0,1,0.0,0,0,,1,2,3,2,0,0,0,0,2,9
Saben Lee,26,27,7,13,0.538,2,5,0.4,1,1,1.0,1,5,6,6,3,1,3,0,17,8
Saben Lee,27,20,3,7,0.429,0,2,0.0,5,6,0.833,0,1,1,5,3,0,1,2,11,-10
Saben Lee,28,19,1,3,0.333,0,0,,2,2,1.0,1,2,3,2,1,0,0,3,4,-7
Saben Lee,29,18,1,6,0.167,1,3,0.333,0,0,,0,4,4,0,0,0,2,3,3,-1
Saben Lee,30,24,7,15,0.467,1,7,0.143,1,1,1.0,0,3,3,3,2,1,0,1,16,-12
Saben Lee,35,13,0,1,0.0,0,0,,2,2,1.0,0,5,5,4,0,0,1,0,2,1
Saben Lee,36,18,3,5,0.6,0,0,,1,3,0.333,1,1,2,5,1,2,1,1,7,-7
Saben Lee,37,15,4,7,0.571,2,2,1.0,4,4,1.0,0,2,2,5,2,0,3,0,14,-3
Saben Lee,38,22,2,5,0.4,2,4,0.5,0,0,,1,1,2,3,1,1,1,1,6,1
Saben Lee,39,12,1,2,0.5,0,0,,0,0,,1,2,3,2,1,1,0,3,2,-17
Saben Lee,40,21,1,5,0.2,0,1,0.0,5,6,0.833,1,2,3,1,0,0,1,1,7,-22
Saben Lee,41,13,0,4,0.0,0,0,,3,4,0.75,0,2,2,3,0,0,0,1,3,4
Saben Lee,42,17,1,4,0.25,0,1,0.0,0,0,,0,1,1,3,2,0,1,1,2,-9
Saben Lee,43,22,1,3,0.333,0,0,,0,0,,1,8,9,4,0,2,3,0,2,4
Saben Lee,44,6,0,0,,0,0,,2,2,1.0,0,0,0,0,0,0,1,0,2,-10
Saben Lee,45,6,0,1,0.0,0,0,,0,0,,1,1,2,0,0,0,1,1,0,-3
Saben Lee,48,3,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,4
Saben Lee,56,4,0,1,0.0,0,0,,0,0,,0,0,0,0,1,0,0,0,0,0
Saben Lee,66,20,4,8,0.5,0,0,,2,2,1.0,0,2,2,3,0,1,1,0,10,8
Saben Lee,67,17,1,5,0.2,0,1,0.0,0,0,,2,1,3,0,0,0,0,3,2,-2
Saben Lee,68,16,1,2,0.5,0,0,,0,0,,0,0,0,4,0,0,0,1,2,-4
Saben Lee,70,21,4,7,0.571,0,3,0.0,4,4,1.0,0,1,1,7,3,0,0,5,12,10
Saben Lee,71,16,1,4,0.25,0,2,0.0,1,2,0.5,0,1,1,3,2,0,1,1,3,-8
Saben Lee,72,19,3,7,0.429,1,2,0.5,2,2,1.0,1,2,3,2,1,0,0,3,9,8
Saben Lee,78,34,3,11,0.273,1,7,0.143,4,5,0.8,2,4,6,12,2,1,1,2,11,-3
Saben Lee,80,18,5,7,0.714,0,1,0.0,1,1,1.0,1,2,3,4,1,0,1,1,11,4
Saben Lee,82,31,1,4,0.25,0,0,,9,12,0.75,2,0,2,8,1,0,7,4,11,-29
Isaiah Livers,27,4,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,1,1,1,1,0,-2
Isaiah Livers,61,13,2,6,0.333,2,4,0.5,0,0,,2,0,2,1,0,0,0,1,6,-3
Isaiah Livers,62,10,1,3,0.333,0,1,0.0,0,0,,1,0,1,1,0,0,0,2,2,-1
Isaiah Livers,63,5,0,2,0.0,0,2,0.0,0,0,,0,0,0,1,0,0,0,0,0,-1
Isaiah Livers,64,5,2,4,0.5,1,2,0.5,0,0,,1,0,1,0,0,0,0,0,5,-4
